Name,Age,Team,Pos,G,Tck,Solo,Asst,TFL,Sack,PBU,INT,INT TD,FF,FR,FRTD
McKinnley Jackson,23,CIN,DT,13,15,6,9,2,1.0,0,0,0,1,0,0
John Ridgeway,25,NOR,DT,13,15,8,7,1,0.0,1,0,0,0,0,0
Sam Kamara,27,CLE,DE,11,15,10,5,1,0.0,0,0,0,0,0,0
Victor Dimukeje,25,ARI,OLB,11,15,9,6,2,0.0,0,0,0,1,0,0
Cameron Sutton,29,PIT,CB,9,15,7,8,0,0.0,3,0,0,0,0,0
K'Von Wallace,27,SEA,S,9,15,9,6,0,0.0,0,0,0,1,0,0
Andrew Wingard,28,JAX,S,8,15,8,7,0,0.0,4,0,0,0,0,0
Jaylon Jones,27,CHI,DB,8,15,13,2,0,0.0,2,0,0,0,0,0
Andrew Booth,24,DAL,CB,7,15,10,5,0,0.0,1,0,0,0,0,0
Samuel Eguavoen,31,NYJ,LB,17,14,7,7,0,0.0,0,0,0,0,0,0
Richie Grant,27,ATL,S,17,14,13,1,2,0.0,2,0,0,0,0,0
Tavierre Thomas,28,TAM,CB,17,14,8,6,0,0.0,0,0,0,0,0,0
Jalyn Holmes,28,WAS,DT,11,14,10,4,5,2.0,0,0,0,0,0,0
Nick McCloud,26,NYG,CB,7,14,10,4,1,0.0,1,0,0,0,0,0
Michael Davis,29,WAS,CB,15,14,7,7,0,0.0,1,0,0,0,0,0
Khalil Dorsey,26,DET,CB,14,14,8,6,1,0.0,2,0,0,0,0,0
Nathaniel Watson,24,CLE,LB,14,14,10,4,0,0.0,1,0,0,0,0,0
Baron Browning,25,ARI,OLB,8,14,11,3,4,2.0,0,0,0,0,0,0
Tyrek Funderburk,24,TAM,CB,13,14,10,4,0,0.0,1,0,0,1,0,0
Juanyeh Thomas,24,DAL,S,13,14,10,4,0,0.0,1,0,0,1,0,0
Quinton Jefferson,31,2TM,DT,12,14,5,9,3,2.0,0,0,0,0,0,0
DeWayne Carter,24,BUF,DT,11,14,11,3,5,0.0,1,0,0,0,0,0
Marshawn Kneeland,23,DAL,DE,11,14,9,5,2,0.0,1,0,0,0,1,0
Montravius Adams,29,PIT,DT,11,14,9,5,2,1.0,0,0,0,0,0,0
Myles Bryant,26,HOU,CB,11,14,11,3,0,0.0,0,0,0,0,0,0
Tomon Fox,26,NYG,OLB,11,14,7,7,2,1.0,0,0,0,0,0,0
Yannick Ngakoue,29,2TM,LB,11,14,5,9,1,1.5,0,0,0,0,0,0
Haason Reddick,30,NYJ,LB,10,14,9,5,2,1.0,1,0,0,1,0,0
D'Marco Jackson,26,NOR,LB,10,14,8,6,0,0.0,0,0,0,0,0,0
Jalen Reeves-Maybin,29,DET,LB,10,14,10,4,0,0.0,0,0,0,1,0,0
Shemar Jean-Charles,26,NOR,DB,9,14,6,8,0,0.0,2,1,0,0,0,0
Michael Hall,21,CLE,DT,8,14,8,6,3,1.0,0,0,0,0,0,0
Tyrus Wheat,25,DAL,DE,8,14,6,8,1,0.5,0,0,0,0,0,0
Uchenna Nwosu,28,SEA,LB,6,14,8,6,1,1.0,1,0,0,0,0,0
DeMarcus Lawrence,32,DAL,DE,4,14,7,7,4,3.0,0,0,0,1,0,0
Preston Smith,32,PIT,LB,8,13,6,7,3,2.0,0,0,0,0,1,0
Roy Robertson-Harris,31,SEA,DT,11,13,5,8,1,0.0,1,0,0,0,0,0
Josh Blackwell,25,CHI,DB,17,13,10,3,0,0.0,2,1,0,0,0,0
Maema Njongmeta,23,CIN,LB,17,13,7,6,0,0.0,0,0,0,0,2,0
Mike Ford,29,CLE,CB,17,13,11,2,0,0.0,0,0,0,0,0,0
Jaylen Harrell,22,TEN,OLB,17,13,8,5,2,0.0,0,0,0,0,0,0
Miles Killebrew,31,PIT,S,17,13,8,5,0,0.0,0,0,0,0,0,0
Amen Ogbongbemiga,26,CHI,LB,17,13,7,6,1,1.0,0,0,0,0,0,0
Brenden Schooler,27,NWE,S,17,13,9,4,2,2.0,0,0,0,0,0,0
Drake Thomas,24,SEA,LB,17,13,3,10,0,0.0,1,0,0,0,0,0
Kristian Welch,26,2TM,LB,15,13,7,6,0,0.0,0,0,0,0,1,0
Tommy Eichenberg,23,LVR,LB,14,13,8,5,0,0.0,0,0,0,0,0,0
Brandon Joseph,23,DET,S,14,13,11,2,0,0.0,1,0,0,0,0,0
Javon Solomon,23,BUF,DE,14,13,9,4,3,2.0,0,0,0,1,1,0
Josh Uche,26,NWE,LB,7,13,10,3,2,2.0,0,0,0,0,0,0
Bryce Huff,26,PHI,DE,12,13,5,8,3,2.5,0,0,0,1,0,0
Zachary Carter,25,LVR,DT,8,13,6,7,0,1.0,1,0,0,0,0,0
Javontae Jean-Baptiste,24,WAS,DE,12,13,6,7,1,1.0,0,0,0,0,0,0
Denico Autry,34,HOU,DE,10,13,8,5,3,3.0,3,0,0,0,0,0
D'Angelo Ross,28,HOU,CB,10,13,10,3,0,0.0,2,0,0,0,0,0
Darrick Forrest,25,WAS,S,10,13,6,7,0,0.0,0,0,0,0,0,0
Ka'dar Hollman,30,2TM,CB,10,13,11,2,0,0.0,2,0,0,0,0,0
Jamin Davis,26,WAS,DE,5,13,8,5,1,0.0,0,0,0,0,0,0
Andrew Billings,29,CHI,LDT,8,13,9,4,2,1.0,0,0,0,1,0,0
Jowon Briggs,23,CLE,DT,6,13,3,10,1,0.0,0,0,0,0,1,0
Jaden Crumedy,24,CAR,DT,5,13,4,9,0,0.5,0,0,0,0,0,0
Asante Samuel Jr.,25,LAC,CB,4,13,11,2,0,0.0,2,0,0,0,0,0
Za'Darius Smith,32,DET,RDE,8,12,7,5,3,4.0,1,0,0,0,0,0
Marcellas Dial,24,NWE,DB,17,12,6,6,0,0.0,0,0,0,1,0,0
Segun Olubi,25,IND,LB,17,12,6,6,0,0.0,0,0,0,1,1,0
Jon Rhattigan,25,CAR,LB,16,12,6,6,0,0.0,0,0,0,0,0,0
Marcus Maye,31,LAC,S,4,12,6,6,0,0.0,2,1,0,0,0,0
Kei'Trel Clark,23,ARI,CB,15,12,6,6,1,1.0,1,1,0,0,0,0
M.J. Stewart,29,HOU,S,15,12,8,4,2,0.0,0,0,0,0,1,0
Carlos Watkins,31,DAL,DE,15,12,4,8,0,0.0,0,0,0,0,0,0
Chris Lammons,28,IND,CB,14,12,10,2,1,1.0,0,0,0,1,2,0
Khalil Davis,28,2TM,DT,12,12,7,5,4,1.0,0,0,0,0,0,0
Malik Herring,27,KAN,DE,12,12,7,5,1,0.0,0,0,0,0,0,0
Tre'Davious White,29,LAR,DB,4,12,9,3,0,0.0,2,0,0,0,0,0
Ka'dar Hollman,30,HOU,CB,7,12,11,1,0,0.0,2,0,0,0,0,0
Nehemiah Pritchett,23,SEA,CB,10,12,8,4,0,0.0,1,0,0,0,0,0
Kurt Hinish,25,HOU,DT,10,12,5,7,2,0.0,0,0,0,0,0,0
Desjuan Johnson,25,LAR,DE,10,12,4,8,1,1.0,0,0,0,0,0,0
Zeke Turner,28,DET,LB,9,12,7,5,0,0.5,0,0,0,0,0,0
Mike Edwards,28,2TM,S,8,12,7,5,0,0.0,1,0,0,0,0,0
Emmanuel Forbes,23,2TM,CB,8,12,6,6,0,0.0,2,1,0,0,0,0
Jordan Jefferson,23,JAX,DT,8,12,5,7,1,1.0,1,0,0,0,0,0
Kwon Alexander,30,2TM,LB,5,12,4,8,0,0.0,0,0,0,1,1,0
Ja'Whaun Bentley,28,NWE,LB,2,12,7,5,0,0.5,0,0,0,0,0,0
Duke Riley,30,MIA,LB,17,11,5,6,0,0.0,0,0,0,0,0,0
Elijah Campbell,29,MIA,DB,17,11,6,5,1,0.0,0,0,0,1,0,0
Derrick Nnadi,28,KAN,DT,17,11,3,8,0,0.0,0,0,0,0,0,0
Tycen Anderson,25,CIN,S,17,11,10,1,0,0.0,0,0,0,0,0,0
Siran Neal,30,MIA,CB,17,11,9,2,0,0.0,2,0,0,0,0,0
Rico Payton,25,NOR,CB,16,11,6,5,0,0.0,1,0,0,0,0,0
Nick McCloud,26,SFO,CB,8,11,4,7,0,0.0,0,0,0,0,0,0
AJ Finley,23,2TM,S,14,11,6,5,0,0.0,0,0,0,0,0,0
Tyler Owens,23,WAS,S,12,11,7,4,0,0.0,0,0,0,1,0,0
Tyus Bowser,29,2TM,LOLB,9,11,6,5,0,0.0,0,0,0,0,0,0
Mike Edwards,28,TAM,S,5,11,6,5,0,0.0,1,0,0,0,0,0
Ruke Orhorhoro,23,ATL,DT,8,11,4,7,1,0.0,0,0,0,0,0,0
Nephi Sewell,26,NOR,LB,7,11,7,4,2,1.0,0,0,0,0,0,0
Cameron Thomas,24,CLE,DE,5,11,6,5,4,1.0,0,0,0,0,0,0
Dyontae Johnson,24,NYG,LB,2,11,6,5,0,0.0,0,0,0,0,0,0
Josh Wallace,24,LAR,DB,17,10,7,3,0,0.0,2,0,0,0,0,0
Jihad Ward,30,MIN,OLB,17,10,5,5,1,1.0,1,0,0,0,1,0
Kevin King,29,ATL,CB,15,10,6,4,0,0.0,2,0,0,0,1,0
Daniel Thomas,26,JAX,S,15,10,5,5,0,0.0,0,0,0,0,1,0
Isaiah Bolden,25,NWE,CB,14,10,7,3,1,0.0,0,0,0,0,1,0
AJ Finley,23,LAC,S,10,10,6,4,0,0.0,0,0,0,0,0,0
Xavier Thomas,25,ARI,OLB,14,10,6,4,2,2.5,1,0,0,1,0,0
Josh Uche,26,KAN,DE,6,10,7,3,0,0.0,0,0,0,0,0,0
Tre'Davious White,29,BAL,CB,7,10,7,3,0,0.0,3,0,0,0,0,0
Tyus Bowser,29,MIA,LOLB,7,10,5,5,0,0.0,0,0,0,0,0,0
Jonathan Harris,28,CAR,DE,7,10,4,6,1,0.0,0,0,0,0,1,0
Greg Stroman,28,NYG,CB,4,10,9,1,0,0.0,0,0,0,0,0,0
Cory Durden,25,NYG,NT,4,10,4,6,1,0.0,0,0,0,0,0,0
Derrick Barnes,25,DET,LB,3,10,8,2,0,0.0,1,0,0,0,0,0
Ifeatu Melifonwu,25,DET,S,3,10,8,2,1,1.0,0,0,0,0,0,0
Tre Hawkins,24,NYG,CB,3,10,8,2,0,0.0,2,1,0,0,0,0
Brandon Codrington,24,BUF,DB,17,9,8,1,0,0.0,1,0,0,0,1,0
C.J. Goodwin,34,DAL,CB,17,9,8,1,0,0.0,0,0,0,1,1,0
Ty'Ron Hopper,23,GNB,LB,17,9,5,4,0,0.0,0,0,0,0,0,0
Caleb Johnson,26,JAX,LB,17,9,6,3,0,0.0,0,0,0,0,0,0
Josh Ross,25,2TM,LB,17,9,5,4,0,0.0,0,0,0,0,0,0
Khaleke Hudson,27,CLE,OLB,16,9,6,3,0,0.0,0,0,0,0,0,0
Sanoussi Kane,23,BAL,S,15,9,5,4,0,0.0,0,0,0,0,0,0
JL Skinner,23,DEN,S,14,9,4,5,0,0.0,0,0,0,0,1,0
Jeremiah Moon,26,PIT,LB,13,9,5,4,0,0.0,0,0,0,0,0,0
David Ojabo,24,BAL,OLB,13,9,5,4,2,2.0,0,0,0,0,0,0
Zachary Carter,25,CIN,DT,4,9,4,5,0,0.5,0,0,0,0,0,0
Khalil Davis,28,HOU,DT,9,9,6,3,4,1.0,0,0,0,0,0,0
Yannick Ngakoue,29,NWE,LB,6,9,4,5,0,0.0,0,0,0,0,0,0
Alex Austin,23,NWE,CB,9,9,8,1,1,0.0,5,0,0,0,0,0
Jordan Magee,23,WAS,LB,8,9,7,2,0,0.0,0,0,0,0,0,0
Matthew Butler,25,LVR,DT,7,9,4,5,0,0.0,0,0,0,0,0,0
Vi Jones,26,TAM,LB,7,9,5,4,0,0.0,0,0,0,2,0,0
Jeff Okudah,25,HOU,CB,6,9,8,1,0,0.0,1,0,0,0,0,0
Kendall Sheffield,28,NYJ,CB,6,9,5,4,0,0.0,0,0,0,0,0,0
Kris Abrams-Draine,23,DEN,CB,5,9,5,4,0,0.0,2,1,0,0,0,0
Boogie Basham,27,NYG,OLB,4,9,1,8,1,0.0,1,0,0,0,0,0
Dallis Flowers,27,IND,CB,4,9,9,0,1,0.0,0,0,0,0,0,0
Dre Greenlaw,27,SFO,LB,2,9,3,6,0,0.0,0,0,0,0,0,0
Kris Boyd,28,HOU,CB,17,8,5,3,0,0.0,0,0,0,0,1,0
Kristian Welch,26,DEN,LB,6,8,4,4,0,0.0,0,0,0,0,0,0
Ali Gaye,26,TEN,OLB,15,8,7,1,3,1.0,0,0,0,0,0,0
Qwan'tez Stiggers,22,NYJ,CB,14,8,7,1,0,0.0,0,0,0,0,0,0
Buddy Johnson,25,DAL,LB,14,8,3,5,0,0.0,0,0,0,0,0,0
Bo Richter,24,MIN,OLB,14,8,5,3,0,0.0,0,0,0,0,1,0
Quinton Jefferson,31,BUF,DT,7,8,4,4,2,1.0,0,0,0,0,0,0
Sam Franklin,28,CAR,S,10,8,5,3,0,0.0,0,0,0,0,0,0
Deane Leonard,25,LAC,DB,10,8,6,2,1,0.0,3,0,0,0,0,0
Deantre Prince,24,JAX,CB,10,8,6,2,0,0.0,1,0,0,0,0,0
Myles Cole,24,JAX,DE,8,8,4,4,1,0.0,0,0,0,0,0,0
Jalen Graham,23,SFO,LB,8,8,4,4,1,0.0,0,0,0,0,0,0
James Houston,26,DET,LB,8,8,5,3,1,1.0,0,0,0,0,0,0
Thomas Incoom,25,CAR,OLB,8,8,8,0,1,0.0,0,0,0,0,0,0
Jalyn Armour-Davis,25,BAL,CB,7,8,6,2,0,0.0,1,0,0,0,0,0
Nesta Jade Silvera,24,LVR,DT,7,8,2,6,0,0.0,0,0,0,0,0,0
Kwon Alexander,30,DEN,LB,3,8,3,5,0,0.0,0,0,0,1,1,0
Adam Gotsis,32,IND,DT,5,8,4,4,0,0.0,0,0,0,0,0,0
Drew Sanders,24,DEN,LB,4,8,4,4,1,1.0,0,0,0,0,0,0
Alex Wright,24,CLE,DE,4,8,5,3,1,1.0,0,0,0,0,0,0
John Johnson,29,LAR,S,2,8,4,4,0,0.0,1,1,0,0,0,0
Roy Robertson-Harris,31,JAX,DT,6,7,5,2,3,2.0,0,0,0,0,0,0
Rodney Thomas II,26,IND,S,17,7,5,2,0,0.0,0,0,0,0,0,0
Adetomiwa Adebawore,23,IND,DT,16,7,5,2,3,1.0,0,0,0,0,0,0
Lonnie Johnson Jr.,29,CAR,S,15,7,6,1,0,0.0,0,0,0,0,0,0
David Long,28,DET,LB,5,7,3,4,1,0.0,0,0,0,0,1,0
Baron Browning,25,DEN,OLB,5,7,1,6,1,0.0,0,0,0,0,0,0
Marcelino McCrary-Ball,25,NYJ,LB,12,7,3,4,0,0.0,0,0,0,0,0,0
Tatum Bethune,23,SFO,LB,11,7,1,6,0,0.0,0,0,0,0,2,0
Sydney Brown,24,PHI,S,11,7,6,1,0,0.0,2,1,0,1,0,0
Antonio Hamilton,31,ATL,CB,11,7,5,2,0,0.0,0,0,0,0,0,0
Tarvarius Moore,28,CHI,S,11,7,7,0,0,0.0,0,0,0,0,0,0
Art Green,24,NYG,CB,9,7,5,2,0,0.0,0,0,0,1,0,0
Cedric Johnson,22,CIN,DE,9,7,5,2,1,1.0,0,0,0,0,0,0
Kitan Oladapo,24,GNB,S,9,7,2,5,0,0.0,0,0,0,0,0,0
Keidron Smith,25,DEN,DB,9,7,4,3,0,0.0,0,0,0,0,0,0
Emmanuel Forbes,23,WAS,CB,6,7,2,5,0,0.0,1,1,0,0,0,0
Fabian Moreau,30,MIN,CB,7,7,6,1,0,0.0,1,0,0,0,0,0
Kemon Hall,27,DAL,CB,6,7,6,1,0,0.0,0,0,0,0,0,0
Jamal Adams,29,2TM,DB,5,7,4,3,0,0.0,0,0,0,0,0,0
Amare Barno,25,CAR,OLB,5,7,4,3,1,1.0,0,0,0,0,0,0
Terrell Edmunds,27,PIT,S,5,7,5,2,0,0.0,0,0,0,0,0,0
Armon Watts,28,NYG,DT,5,7,3,4,2,0.0,0,0,0,0,0,0
Julius Brents,24,IND,CB,2,7,3,4,0,0.0,0,0,0,0,0,0
Brian Asamoah,24,MIN,LB,17,6,4,2,0,0.0,0,0,0,1,0,0
Mark Robinson,25,PIT,LB,17,6,6,0,0,0.0,0,0,0,2,0,0
Jay Ward,24,MIN,S,16,6,4,2,0,0.0,1,0,0,0,0,0
Corey Ballentine,28,GNB,CB,15,6,6,0,0,0.0,0,0,0,1,0,0
Christopher Smith,24,LVR,S,15,6,2,4,0,0.0,0,0,0,0,0,0
Quinton Jefferson,31,CLE,DT,5,6,1,5,1,1.0,0,0,0,0,0,0
Shaquille Quarterman,27,LAC,LB,10,6,5,1,0,0.0,0,0,0,0,1,0
Markquese Bell,25,DAL,S,9,6,5,1,0,0.0,0,0,0,0,0,0
Tashaun Gipson,34,SFO,S,9,6,5,1,0,0.0,1,0,0,0,0,0
Cameron McGrone,24,IND,LB,9,6,4,2,0,0.0,0,0,0,0,0,0
Jordan Phillips,32,2TM,DT,9,6,4,2,0,0.0,1,1,0,0,0,0
Ennis Rakestraw,22,DET,CB,8,6,4,2,0,0.0,0,0,0,0,0,0
Braiden McGregor,23,NYJ,DE,7,6,3,3,0,0.0,0,0,0,0,0,0
Charles Omenihu,27,KAN,DE,6,6,4,2,0,1.0,0,0,0,1,0,0
Shaka Heyward,24,CIN,LB,6,6,5,1,1,0.0,0,0,0,1,0,0
Jarius Monroe,24,NYJ,S,5,6,3,3,0,0.0,0,0,0,0,0,0
Jaelan Phillips,25,MIA,LB,4,6,2,4,1,1.0,2,0,0,0,0,0
Edefuan Ulofoshio,24,BUF,LB,4,6,5,1,1,0.0,1,0,0,0,0,0
Christian Barmore,25,NWE,DT,4,6,6,0,1,1.0,0,0,0,0,0,0
Jayden Peevy,25,CAR,DT,4,6,2,4,1,1.5,1,0,0,1,0,0
Blake Lynch,27,KAN,LB,1,6,3,3,1,0.0,0,0,0,0,0,0
Amari Gainer,24,LVR,LB,17,5,2,3,0,0.0,0,0,0,0,0,0
Josh Ross,25,BAL,LB,7,5,3,2,0,0.0,0,0,0,0,0,0
Kristian Welch,26,BAL,LB,9,5,3,2,0,0.0,0,0,0,0,1,0
Joey Blount,26,ARI,S,15,5,3,2,0,0.0,0,0,0,0,0,0
Jack Cochrane,25,KAN,LB,15,5,3,2,0,0.0,0,0,0,0,0,0
Mike Morris,23,SEA,DE,15,5,3,2,0,0.0,0,0,0,0,0,0
Dean Lowry,30,PIT,DT,12,5,1,4,0,1.0,1,0,0,0,0,0
Yannick Ngakoue,29,BAL,OLB,5,5,1,4,1,1.5,0,0,0,0,0,0
Keith Taylor,26,KAN,CB,11,5,3,2,0,0.0,0,0,0,0,0,0
Channing Tindall,24,MIA,LB,11,5,4,1,0,0.0,0,0,0,0,0,0
Janarius Robinson,25,LVR,DE,10,5,2,3,0,0.5,1,0,0,0,0,0
Levelle Bailey,24,DEN,LB,10,5,1,4,0,0.0,0,0,0,0,0,0
Akayleb Evans,25,2TM,CB,9,5,4,1,0,0.0,1,0,0,0,0,0
Natrone Brooks,25,ATL,CB,9,5,4,1,0,0.0,1,0,0,0,0,0
Jamin Davis,26,MIN,LB,4,5,4,1,1,1.0,0,0,0,0,0,0
Anthony Johnson,25,NYG,S,9,5,2,3,0,0.0,1,0,0,0,0,0
Jordan Phillips,32,BUF,DT,7,5,4,1,0,0.0,1,1,0,0,0,0
Emmanuel Forbes,23,LAR,CB,2,5,4,1,0,0.0,1,0,0,0,0,0
Jarrick Bernard-Converse,24,NYJ,CB,7,5,2,3,0,0.0,0,0,0,0,0,0
Jerry Hughes,36,HOU,DE,7,5,3,2,0,0.0,0,0,0,0,0,0
Tony Brown,29,CLE,DB,6,5,2,3,0,0.0,0,0,0,1,0,0
Myles Harden,23,CLE,CB,4,5,3,2,0,0.0,0,0,0,0,0,0
Eku Leota,25,2TM,OLB,3,5,5,0,3,1.0,0,0,0,0,0,0
Christian Braswell,25,JAX,CB,3,5,1,4,0,0.0,0,0,0,0,0,0
Arthur Maulet,31,BAL,CB,3,5,4,1,0,0.0,0,0,0,0,0,0
Divaad Wilson,24,NYG,CB,3,5,4,1,0,0.0,1,0,0,0,0,0
Marquis Haynes,31,CAR,OLB,2,5,4,1,0,0.0,0,0,0,0,0,0
Eli Ankou,30,BUF,DT,2,5,1,4,0,0.0,0,0,0,0,0,0
Josh Ross,25,SEA,LB,10,4,2,2,0,0.0,0,0,0,0,0,0
Tremon Smith,28,DEN,CB,17,4,3,1,0,0.0,0,0,0,0,0,0
Matthew Adams,29,NYG,LB,13,4,3,1,0,0.0,0,0,0,0,1,0
Patrick Johnson,26,NYG,OLB,12,4,1,3,0,0.0,0,0,0,0,0,0
DJ Ivey,24,CIN,CB,11,4,4,0,0,0.0,2,0,0,0,0,0
Tyler Matakevich,32,PIT,LB,11,4,4,0,0,0.0,0,0,0,0,0,0
Marshon Lattimore,28,WAS,CB,2,4,3,1,0,0.0,3,0,0,0,0,0
Curtis Jacobs,22,NWE,LB,9,4,2,2,0,0.0,0,0,0,0,0,0
Noah Sewell,22,CHI,LB,9,4,3,1,0,0.0,0,0,0,1,0,0
Jaylan Ford,23,NOR,LB,8,4,2,2,0,0.0,0,0,0,0,0,0
Jamal Hill,23,HOU,LB,8,4,2,2,0,0.0,0,0,0,0,0,0
Zach Cunningham,30,DEN,LB,7,4,2,2,0,0.0,0,0,0,0,0,0
T.J. Tampa,22,BAL,CB,7,4,1,3,0,0.0,0,0,0,0,0,0
Efe Obada,32,WAS,DE,6,4,2,2,0,0.0,0,0,0,0,0,0
Jamal Adams,29,TEN,SS,3,4,2,2,0,0.0,0,0,0,0,0,0
Kwon Alexander,30,DET,LB,2,4,1,3,0,0.0,0,0,0,0,0,0
Tre Flowers,29,2TM,CB,5,4,3,1,0,0.0,0,0,0,0,0,0
Joe Giles-Harris,27,2TM,LB,5,4,2,2,0,0.0,0,0,0,0,0,0
DeMarvin Leal,24,PIT,DE,5,4,2,2,0,0.0,0,0,0,0,0,0
Esezi Otomewo,26,JAX,DT,4,4,0,4,0,0.5,0,0,0,0,1,0
Artie Burns,29,SEA,CB,4,4,3,1,0,0.0,3,0,0,0,0,0
Adisa Isaac,23,BAL,OLB,4,4,2,2,1,0.0,1,0,0,0,0,0
Titus Leo,25,NWE,LB,4,4,4,0,1,0.0,1,0,0,0,0,0
Eku Leota,25,CAR,OLB,2,4,4,0,3,1.0,0,0,0,0,0,0
Bobby McCain,31,MIN,S,3,4,2,2,0,0.0,0,0,0,0,0,0
Jermaine Johnson II,25,NYJ,LB,2,4,4,0,1,0.0,0,0,0,0,0,0
Marlon Tuipulotu,25,KAN,DT,2,4,2,2,1,0.0,0,0,0,0,0,0
Kareem Jackson,36,BUF,S,2,4,2,2,0,0.0,0,0,0,0,0,0
Khalid Kareem,26,ATL,OLB,2,4,2,2,0,0.0,0,0,0,0,0,0
Nick Hampton,24,LAR,OLB,14,3,2,1,0,0.0,1,0,0,0,0,0
Charles Harris,29,PHI,DE,4,3,1,2,0,0.0,0,0,0,0,0,0
Daijahn Anthony,24,CIN,S,13,3,2,1,0,0.0,1,0,0,0,0,0
Rock Ya-Sin,28,SFO,CB,13,3,3,0,0,0.0,2,0,0,0,0,0
Joe Bachie,26,CIN,LB,12,3,3,0,0,0.0,0,0,0,0,0,0
Khalil Davis,28,SFO,DT,3,3,1,2,0,0.0,0,0,0,0,0,0
Kana'i Mauga,24,LVR,LB,12,3,2,1,0,0.0,0,0,0,0,0,0
Dee Williams,25,SEA,CB,12,3,2,1,0,0.0,0,0,0,0,0,0
Ben VanSumeren,24,PHI,LB,11,3,3,0,0,0.0,0,0,0,0,0,0
Beau Brade,22,BAL,S,11,3,1,2,0,0.0,0,0,0,0,0,0
Nicholas Morrow,29,BUF,LB,11,3,0,3,0,0.0,0,0,0,0,0,0
Damarri Mathis,25,DEN,CB,10,3,1,2,0,0.0,1,0,0,0,0,0
Akayleb Evans,25,CAR,CB,2,3,3,0,0,0.0,1,0,0,0,0,0
Tre Avery,27,TEN,CB,9,3,3,0,0,0.0,0,0,0,0,0,0
Justin Hardee,30,TEN,CB,9,3,2,1,0,0.0,0,0,0,0,0,0
Brennan Jackson,24,LAR,OLB,7,3,2,1,0,0.0,1,0,0,0,0,0
Myles Adams,26,SEA,DE,3,3,1,2,0,0.0,0,0,0,0,0,0
Micah Abernathy,27,ATL,S,6,3,0,3,0,0.0,0,0,0,0,0,0
Dicaprio Bootle,27,LAC,CB,6,3,2,1,0,0.0,0,0,0,0,0,0
Khristian Boyd,24,NOR,DT,6,3,2,1,0,0.0,0,0,0,0,0,0
Ochaun Mathis,25,2TM,OLB,6,3,2,1,0,0.0,0,0,0,1,0,0
Jammie Robinson,23,CAR,S,6,3,2,1,0,0.0,0,0,0,0,0,0
Jonah Williams,29,LAR,DE,6,3,1,2,1,0.0,0,0,0,0,0,0
Jamal Adams,29,DET,DB,2,3,2,1,0,0.0,0,0,0,0,0,0
Shemar Bartholomew,24,CAR,CB,5,3,2,1,1,0.0,2,0,0,0,0,0
Tre Flowers,29,JAX,CB,4,3,3,0,0,0.0,0,0,0,0,0,0
Joe Giles-Harris,27,NWE,LB,3,3,2,1,0,0.0,0,0,0,0,0,0
Caleb Murphy,25,2TM,OLB,5,3,2,1,0,0.0,0,0,0,0,0,0
Jerrick Reed,24,SEA,FS,5,3,2,1,0,0.0,0,0,0,0,0,0
Isaiah Stalbird,24,NOR,LB,5,3,1,2,0,0.0,0,0,0,0,0,0
Mitchell Agude,25,DET,LB,4,3,2,1,0,0.0,0,0,0,1,0,0
Ty Okada,25,SEA,FS,4,3,1,2,0,0.0,0,0,0,0,0,0
Anthony Pittman,28,2TM,LB,4,3,1,2,0,0.0,0,0,0,1,0,0
Swayze Bozeman,26,KAN,LB,3,3,2,1,0,0.0,0,0,0,0,0,0
Millard Bradford,25,NOR,S,3,3,3,0,0,0.0,0,0,0,0,0,0
Carl Davis,32,WAS,DE,3,3,1,2,0,0.0,0,0,0,0,0,0
Joe Gaziano,28,JAX,DE,3,3,2,1,0,0.0,0,0,0,0,0,0
Darrell Luter,24,SFO,CB,3,3,1,2,0,0.0,0,0,0,1,0,0
Jaylen Mahoney,24,SFO,S,3,3,1,2,0,0.0,0,0,0,0,0,0
Josh Tupou,30,BAL,NT,3,3,3,0,1,1.0,0,0,0,0,0,0
Leki Fotu,26,NYJ,DT,2,3,1,2,0,0.0,0,0,0,0,0,0
Troy Pride Jr.,26,DAL,CB,2,3,2,1,0,0.0,1,0,0,0,0,0
Deon Bush,31,KAN,DB,2,3,2,1,0,0.0,0,0,0,0,1,0
Jalen Davis,28,CIN,CB,2,3,2,1,0,0.0,0,0,0,0,0,0
Brandon Dorlus,23,ATL,DT,2,3,1,2,0,0.0,0,0,0,0,0,0
K.J. Henry,25,DAL,DE,2,3,1,2,1,1.0,0,0,0,0,0,0
Desmond King,30,BAL,CB,2,3,2,1,0,0.0,0,0,0,0,0,0
Raheem Layne,25,NYG,S,2,3,3,0,0,0.0,0,0,0,0,0,0
T.Y. McGill,32,2TM,DT,2,3,1,2,0,0.0,0,0,0,0,0,0
Ryan Neal,29,TAM,S,2,3,2,1,0,0.0,0,0,0,0,0,0
Kendall Williamson,24,LAC,DB,2,3,2,1,0,0.0,0,0,0,0,0,0
Derrick Brown,26,CAR,DE,1,3,1,2,0,0.0,0,0,0,0,0,0
Keir Thomas,26,LAR,OLB,1,3,1,2,1,0.0,0,0,0,0,0,0
DJ Coleman,26,JAX,DE,1,3,1,2,0,0.0,0,0,0,0,0,0
Marco Wilson,25,CIN,CB,6,2,2,0,0,0.0,1,0,0,0,0,0
Charles Woods,24,LAR,CB,12,2,2,0,0,0.0,0,0,0,0,0,0
Robert Rochell,26,GNB,CB,11,2,2,0,0,0.0,0,0,0,0,1,0
